run_id,experiment_id,model_family_id,architecture,alignment_strategy,training_mode,seed,random_partition_id,random_family,config_path,config_sha256,evidence_node,output_dir,status,execution_index,within_seed_position
V3-E__C_group_size_matched-02__seed_13,V3-E3-RANDOM,E__C_group_size_matched-02,dual_branch,random_feature_coral,supervised_update,13,C_group_size_matched-02,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-02__seed_13.yaml,984ff0504a42f25eab363647ba0f4800110d0a37c676d8775362d047ecf07db8,E3.3,experiments/v3_results/V3-E__C_group_size_matched-02__seed_13,planned,131,47
V3-E__C_group_size_matched-03__seed_13,V3-E3-RANDOM,E__C_group_size_matched-03,dual_branch,random_feature_coral,supervised_update,13,C_group_size_matched-03,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-03__seed_13.yaml,c64626b8575249d25b2725f072f82747262871ba291d0ea314ec1ae3b32d0ca5,E3.3,experiments/v3_results/V3-E__C_group_size_matched-03__seed_13,planned,132,48
V3-E__C_group_size_matched-04__seed_13,V3-E3-RANDOM,E__C_group_size_matched-04,dual_branch,random_feature_coral,supervised_update,13,C_group_size_matched-04,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-04__seed_13.yaml,488ca14c9bd52e3ff8b37592dba44a25b4d69bf9c5b0cf4b46f84ebd13bf012a,E3.3,experiments/v3_results/V3-E__C_group_size_matched-04__seed_13,planned,133,49
V3-E__C_group_size_matched-05__seed_13,V3-E3-RANDOM,E__C_group_size_matched-05,dual_branch,random_feature_coral,supervised_update,13,C_group_size_matched-05,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-05__seed_13.yaml,e75cae580773ac9d431bec5cf1291d213394c2ebe419bb9eb02450683de0cee8,E3.3,experiments/v3_results/V3-E__C_group_size_matched-05__seed_13,planned,134,50
V3-E__C_group_size_matched-06__seed_13,V3-E3-RANDOM,E__C_group_size_matched-06,dual_branch,random_feature_coral,supervised_update,13,C_group_size_matched-06,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-06__seed_13.yaml,d0bcffdec9f6acade25eface3c687c33d92ea910f1b4703e48ef577cbfc0d9ae,E3.3,experiments/v3_results/V3-E__C_group_size_matched-06__seed_13,planned,135,51
V3-E__C_group_size_matched-07__seed_13,V3-E3-RANDOM,E__C_group_size_matched-07,dual_branch,random_feature_coral,supervised_update,13,C_group_size_matched-07,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-07__seed_13.yaml,7eb018429c7c09b350bf76297c9d80bfd92f9ab92cf84270feedc93f3fd3cd29,E3.3,experiments/v3_results/V3-E__C_group_size_matched-07__seed_13,planned,136,52
V3-E__C_group_size_matched-08__seed_13,V3-E3-RANDOM,E__C_group_size_matched-08,dual_branch,random_feature_coral,supervised_update,13,C_group_size_matched-08,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-08__seed_13.yaml,fbb3d34808fd483cba4981ce5696b1841dc351934486b9fc62e442f7cb72df33,E3.3,experiments/v3_results/V3-E__C_group_size_matched-08__seed_13,planned,137,53
V3-E__C_group_size_matched-09__seed_13,V3-E3-RANDOM,E__C_group_size_matched-09,dual_branch,random_feature_coral,supervised_update,13,C_group_size_matched-09,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-09__seed_13.yaml,0fc1f9ab347de2e08baf47dd74af88d6710adff3c307f8e24f7dca4e61ec49ec,E3.3,experiments/v3_results/V3-E__C_group_size_matched-09__seed_13,planned,138,54
V3-E__C_group_size_matched-10__seed_13,V3-E3-RANDOM,E__C_group_size_matched-10,dual_branch,random_feature_coral,supervised_update,13,C_group_size_matched-10,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-10__seed_13.yaml,06b4ec8a60bfe64846ebeaafb7c97e4591323e9875927c173ae046847c3d6d3d,E3.3,experiments/v3_results/V3-E__C_group_size_matched-10__seed_13,planned,139,55
V3-E__C_group_size_matched-11__seed_13,V3-E3-RANDOM,E__C_group_size_matched-11,dual_branch,random_feature_coral,supervised_update,13,C_group_size_matched-11,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-11__seed_13.yaml,9ae023926a4b72c76b335d18fdcb84984ef76df939badd052e28cd3795a5f89e,E3.3,experiments/v3_results/V3-E__C_group_size_matched-11__seed_13,planned,140,56
V3-E__C_group_size_matched-12__seed_13,V3-E3-RANDOM,E__C_group_size_matched-12,dual_branch,random_feature_coral,supervised_update,13,C_group_size_matched-12,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-12__seed_13.yaml,b9787b36b374f3f716a17cc512e5a1b151f8c8d8e68179589746d38df38cd19e,E3.3,experiments/v3_results/V3-E__C_group_size_matched-12__seed_13,planned,141,57
V3-E__C_group_size_matched-13__seed_13,V3-E3-RANDOM,E__C_group_size_matched-13,dual_branch,random_feature_coral,supervised_update,13,C_group_size_matched-13,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-13__seed_13.yaml,5cc8938853d2d271a99458cad68c5e96f4d12baace838ce82b31f7193464364c,E3.3,experiments/v3_results/V3-E__C_group_size_matched-13__seed_13,planned,142,58
V3-E__C_group_size_matched-14__seed_13,V3-E3-RANDOM,E__C_group_size_matched-14,dual_branch,random_feature_coral,supervised_update,13,C_group_size_matched-14,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-14__seed_13.yaml,73cbc135b8b777ff1f31bc1273bca967b48b66060435a746ad6fe9b4314891b7,E3.3,experiments/v3_results/V3-E__C_group_size_matched-14__seed_13,planned,143,59
V3-E__C_group_size_matched-15__seed_13,V3-E3-RANDOM,E__C_group_size_matched-15,dual_branch,random_feature_coral,supervised_update,13,C_group_size_matched-15,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-15__seed_13.yaml,a68d693c28881d37393e778df2c61ac8d8579449a3113466485a192156001246,E3.3,experiments/v3_results/V3-E__C_group_size_matched-15__seed_13,planned,144,60
V3-E__C_group_size_matched-16__seed_13,V3-E3-RANDOM,E__C_group_size_matched-16,dual_branch,random_feature_coral,supervised_update,13,C_group_size_matched-16,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-16__seed_13.yaml,c198da66ecbbc9b2a38fedf4beee02d89c9848610f5ab400afc2b8bba5cb25fe,E3.3,experiments/v3_results/V3-E__C_group_size_matched-16__seed_13,planned,145,61
V3-E__C_group_size_matched-17__seed_13,V3-E3-RANDOM,E__C_group_size_matched-17,dual_branch,random_feature_coral,supervised_update,13,C_group_size_matched-17,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-17__seed_13.yaml,1e641224b1ae9af4dd027eda502544f5d2ae5b8c0e1a8c0b4db29245f661a426,E3.3,experiments/v3_results/V3-E__C_group_size_matched-17__seed_13,planned,146,62
V3-E__C_group_size_matched-18__seed_13,V3-E3-RANDOM,E__C_group_size_matched-18,dual_branch,random_feature_coral,supervised_update,13,C_group_size_matched-18,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-18__seed_13.yaml,7af26f29634dea4ae619cc9adb11495fe959acf9fffa6f73af7ecb53e0175a9f,E3.3,experiments/v3_results/V3-E__C_group_size_matched-18__seed_13,planned,147,63
V3-E__C_group_size_matched-19__seed_13,V3-E3-RANDOM,E__C_group_size_matched-19,dual_branch,random_feature_coral,supervised_update,13,C_group_size_matched-19,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-19__seed_13.yaml,6086bf6e67581c0f808702fdd0de40cf5cee6fe344cc0458be12db55b24df42c,E3.3,experiments/v3_results/V3-E__C_group_size_matched-19__seed_13,planned,148,64
V3-E__D_clinical_type_matched-01__seed_13,V3-E3-RANDOM,E__D_clinical_type_matched-01,dual_branch,random_feature_coral,supervised_update,13,D_clinical_type_matched-01,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-01__seed_13.yaml,de7eb475981c26bc02e49954c66acfeb469e8fea8ef7a4ce3302ba6d60d5afc1,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-01__seed_13,planned,149,65
V3-E__D_clinical_type_matched-02__seed_13,V3-E3-RANDOM,E__D_clinical_type_matched-02,dual_branch,random_feature_coral,supervised_update,13,D_clinical_type_matched-02,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-02__seed_13.yaml,987649db4a8bc20be763e23288fdd25ae316eeca204bad8e121aa1b641db4dc1,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-02__seed_13,planned,150,66
V3-E__D_clinical_type_matched-03__seed_13,V3-E3-RANDOM,E__D_clinical_type_matched-03,dual_branch,random_feature_coral,supervised_update,13,D_clinical_type_matched-03,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-03__seed_13.yaml,379a840a0601f104b3212d5ed2e37837da5bc3fb728f2e3e92ea741e5fd3f966,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-03__seed_13,planned,151,67
V3-E__D_clinical_type_matched-04__seed_13,V3-E3-RANDOM,E__D_clinical_type_matched-04,dual_branch,random_feature_coral,supervised_update,13,D_clinical_type_matched-04,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-04__seed_13.yaml,5bee855cb1c1300ae8e5d690e8a5529377edad1fd6bc6548bcf1dc5631964646,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-04__seed_13,planned,152,68
V3-E__D_clinical_type_matched-05__seed_13,V3-E3-RANDOM,E__D_clinical_type_matched-05,dual_branch,random_feature_coral,supervised_update,13,D_clinical_type_matched-05,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-05__seed_13.yaml,5f752caf97a9dfd3e3840bf99c3619d58a84bee31debe99c52433ba87e1ef3b0,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-05__seed_13,planned,153,69
V3-E__D_clinical_type_matched-06__seed_13,V3-E3-RANDOM,E__D_clinical_type_matched-06,dual_branch,random_feature_coral,supervised_update,13,D_clinical_type_matched-06,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-06__seed_13.yaml,70c5f8a54d83aebc9a0996072a14d6ae464ce321977c58f61b6e548d364f401a,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-06__seed_13,planned,154,70
V3-E__D_clinical_type_matched-07__seed_13,V3-E3-RANDOM,E__D_clinical_type_matched-07,dual_branch,random_feature_coral,supervised_update,13,D_clinical_type_matched-07,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-07__seed_13.yaml,874c0f69ae5789ccdb416e4d51af4bf5756bc722176461b45539d8f8c2ed9fa2,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-07__seed_13,planned,155,71
V3-E__D_clinical_type_matched-08__seed_13,V3-E3-RANDOM,E__D_clinical_type_matched-08,dual_branch,random_feature_coral,supervised_update,13,D_clinical_type_matched-08,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-08__seed_13.yaml,8f3eb4fcb5af6db517dc77d32f9e7223b86a4d3b1aa0073c757ea1d9690349d9,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-08__seed_13,planned,156,72
V3-E__D_clinical_type_matched-09__seed_13,V3-E3-RANDOM,E__D_clinical_type_matched-09,dual_branch,random_feature_coral,supervised_update,13,D_clinical_type_matched-09,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-09__seed_13.yaml,61dbd726aef574672b73f0cf1460bf8855dceadbd3b8845619e81fb330f8e9a4,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-09__seed_13,planned,157,73
V3-E__D_clinical_type_matched-10__seed_13,V3-E3-RANDOM,E__D_clinical_type_matched-10,dual_branch,random_feature_coral,supervised_update,13,D_clinical_type_matched-10,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-10__seed_13.yaml,f8eb57b3667c8ebf703bc6011959d1e71f38afd7991f3265a9a71745c2179eaf,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-10__seed_13,planned,158,74
V3-E__D_clinical_type_matched-11__seed_13,V3-E3-RANDOM,E__D_clinical_type_matched-11,dual_branch,random_feature_coral,supervised_update,13,D_clinical_type_matched-11,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-11__seed_13.yaml,09dc1e6be54c0a7fdd85d96f4e5be9f466e8eabc04aec16a5472da29acc4021c,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-11__seed_13,planned,159,75
V3-E__D_clinical_type_matched-12__seed_13,V3-E3-RANDOM,E__D_clinical_type_matched-12,dual_branch,random_feature_coral,supervised_update,13,D_clinical_type_matched-12,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-12__seed_13.yaml,ff8c2c9917219c94dbea623b2f1431e50a17f6cdf215891da31daf8316054353,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-12__seed_13,planned,160,76
V3-E__D_clinical_type_matched-13__seed_13,V3-E3-RANDOM,E__D_clinical_type_matched-13,dual_branch,random_feature_coral,supervised_update,13,D_clinical_type_matched-13,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-13__seed_13.yaml,8f41b823e9ada2c644d2378a3ae0d81ed6b0ed08af6f5001570555a1487e97e2,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-13__seed_13,planned,161,77
V3-E__D_clinical_type_matched-14__seed_13,V3-E3-RANDOM,E__D_clinical_type_matched-14,dual_branch,random_feature_coral,supervised_update,13,D_clinical_type_matched-14,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-14__seed_13.yaml,a69638e2771e5ad5282310ca0903f9a8f882cd6bb5d9928a0a15987a08f496f7,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-14__seed_13,planned,162,78
V3-E__D_clinical_type_matched-15__seed_13,V3-E3-RANDOM,E__D_clinical_type_matched-15,dual_branch,random_feature_coral,supervised_update,13,D_clinical_type_matched-15,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-15__seed_13.yaml,808e63b8c43e5735238b58d6e4fee13f9eba7b32f3b8550872b6615c673417ef,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-15__seed_13,planned,163,79
V3-E__D_clinical_type_matched-16__seed_13,V3-E3-RANDOM,E__D_clinical_type_matched-16,dual_branch,random_feature_coral,supervised_update,13,D_clinical_type_matched-16,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-16__seed_13.yaml,8b7512473ceed9c68289c0423d41f70cb5f88dd85a18b674a9d99c2625a6f883,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-16__seed_13,planned,164,80
V3-E__D_clinical_type_matched-17__seed_13,V3-E3-RANDOM,E__D_clinical_type_matched-17,dual_branch,random_feature_coral,supervised_update,13,D_clinical_type_matched-17,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-17__seed_13.yaml,1b4e191b4b18dd813789367bc320f540e43ada4fd84e4d1b9a09ee7bf3a4f3e8,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-17__seed_13,planned,165,81
V3-E__D_clinical_type_matched-18__seed_13,V3-E3-RANDOM,E__D_clinical_type_matched-18,dual_branch,random_feature_coral,supervised_update,13,D_clinical_type_matched-18,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-18__seed_13.yaml,22c30dd50fbde391dfab146b683f789a6c46b6ce7a92afb42d8908c4695b7002,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-18__seed_13,planned,166,82
V3-E__D_clinical_type_matched-19__seed_13,V3-E3-RANDOM,E__D_clinical_type_matched-19,dual_branch,random_feature_coral,supervised_update,13,D_clinical_type_matched-19,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-19__seed_13.yaml,97a83a5e888d5215685019c6348d6b2405f67afc783a2a106dfcff019b4b8940,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-19__seed_13,planned,167,83
V3-source_only__seed_13,V3-E3-CONTROLS,source_only,single_encoder,none,source_only,13,,,v3/experiments/server_configs/V3-source_only__seed_13.yaml,ff6ac4cb877e0ee17b771fa0e2abd2dd5ec2cb75ab9752cb8d7e1bdaec9a57aa,E3.1,experiments/v3_results/V3-source_only__seed_13,planned,168,84
V3-B__seed_42,V3-E3-CONTROLS,B,single_encoder,global_coral,supervised_update,42,,,v3/experiments/server_configs/V3-B__seed_42.yaml,e8845f3e9397876bffae18c03e678350ca9a55a677316587062423b0d6f74825,E3.1,experiments/v3_results/V3-B__seed_42,planned,169,1
V3-C__seed_42,V3-E3-CONTROLS,C,dual_branch,no_alignment,supervised_update,42,,,v3/experiments/server_configs/V3-C__seed_42.yaml,2215e42b9e00c951e5ae0a8b58f96c98b0d1b6d8efc5121188cefa4fa5a37c80,E3.1,experiments/v3_results/V3-C__seed_42,planned,170,2
V3-D1__seed_42,V3-E3-SELECTIVE,D1,dual_branch,physiology_coral,supervised_update,42,,,v3/experiments/server_configs/V3-D1__seed_42.yaml,f2d2b8be7e2199a103dca2f1e94c1bbfcf207e50d2da8f7f080d063a7542a5e8,E3.2,experiments/v3_results/V3-D1__seed_42,planned,171,3
V3-D2__seed_42,V3-E3-SELECTIVE,D2,dual_branch,treatment_coral,supervised_update,42,,,v3/experiments/server_configs/V3-D2__seed_42.yaml,a482655078c7fd451371a89d721f4936638033ffa8486aee802be047f64835a8,E3.2,experiments/v3_results/V3-D2__seed_42,planned,172,4
V3-F__seed_42,V3-E3-CONTROLS,F,single_encoder,none,target_only,42,,,v3/experiments/server_configs/V3-F__seed_42.yaml,0a13caabb4a658f38d8985a7de2a5eda1e4039d5b80e665cabf6d37a97483f2a,E3.1,experiments/v3_results/V3-F__seed_42,planned,173,5
V3-G__seed_42,V3-E3-CONTROLS,G,dual_branch,global_coral,supervised_update,42,,,v3/experiments/server_configs/V3-G__seed_42.yaml,78b2a3b061535f6c22bbf8715387c99597552ec92454788da94594c7a20fe623,E3.1,experiments/v3_results/V3-G__seed_42,planned,174,6
V3-E__A_unrestricted_random-01__seed_42,V3-E3-RANDOM,E__A_unrestricted_random-01,dual_branch,random_feature_coral,supervised_update,42,A_unrestricted_random-01,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-01__seed_42.yaml,c11381e6caf7b740de6843079dde20016289f75408273dafbb74e0edb34121a9,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-01__seed_42,planned,175,7
V3-E__A_unrestricted_random-02__seed_42,V3-E3-RANDOM,E__A_unrestricted_random-02,dual_branch,random_feature_coral,supervised_update,42,A_unrestricted_random-02,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-02__seed_42.yaml,2929413fde3ff4e548913ee0d0143e5c66ba067711d4113af40f067fbaf00954,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-02__seed_42,planned,176,8
V3-E__A_unrestricted_random-03__seed_42,V3-E3-RANDOM,E__A_unrestricted_random-03,dual_branch,random_feature_coral,supervised_update,42,A_unrestricted_random-03,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-03__seed_42.yaml,b0dadb3a2509cf6c03a2faeb53fbe8298fb3401c849e56b674cc21e395e6c10d,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-03__seed_42,planned,177,9
V3-E__A_unrestricted_random-04__seed_42,V3-E3-RANDOM,E__A_unrestricted_random-04,dual_branch,random_feature_coral,supervised_update,42,A_unrestricted_random-04,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-04__seed_42.yaml,48e0e6212645ec60fee4ce63153d866d35ad91b707bda32d6f54168e73abd8b6,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-04__seed_42,planned,178,10
V3-E__A_unrestricted_random-05__seed_42,V3-E3-RANDOM,E__A_unrestricted_random-05,dual_branch,random_feature_coral,supervised_update,42,A_unrestricted_random-05,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-05__seed_42.yaml,1fb922a6eaf3ab934676db682f7b30766180d83426f862ab0ac27130f5c89700,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-05__seed_42,planned,179,11
V3-E__A_unrestricted_random-06__seed_42,V3-E3-RANDOM,E__A_unrestricted_random-06,dual_branch,random_feature_coral,supervised_update,42,A_unrestricted_random-06,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-06__seed_42.yaml,8cdc2bbd1104471861939cb4c316c692eabcc876b1cb309a6d8d81ae0e03866b,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-06__seed_42,planned,180,12
V3-E__A_unrestricted_random-07__seed_42,V3-E3-RANDOM,E__A_unrestricted_random-07,dual_branch,random_feature_coral,supervised_update,42,A_unrestricted_random-07,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-07__seed_42.yaml,317b7b67d1f412655c705262248bb58b38119db54cdf87f102ba4717e2be604f,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-07__seed_42,planned,181,13
V3-E__A_unrestricted_random-08__seed_42,V3-E3-RANDOM,E__A_unrestricted_random-08,dual_branch,random_feature_coral,supervised_update,42,A_unrestricted_random-08,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-08__seed_42.yaml,c74cc4edb54b9a6c615964d04c6fd2ca2e45a364914c0e9005b76d897413a2ce,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-08__seed_42,planned,182,14
V3-E__A_unrestricted_random-09__seed_42,V3-E3-RANDOM,E__A_unrestricted_random-09,dual_branch,random_feature_coral,supervised_update,42,A_unrestricted_random-09,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-09__seed_42.yaml,c023402373d0f1ccff09334c677e2cd144df4aeb9ce5baf62fcb269035bd0a5a,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-09__seed_42,planned,183,15
V3-E__A_unrestricted_random-10__seed_42,V3-E3-RANDOM,E__A_unrestricted_random-10,dual_branch,random_feature_coral,supervised_update,42,A_unrestricted_random-10,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-10__seed_42.yaml,ad66d71f95b81a92f42ca26df08879fa860ea36a966a7482c5101d95858c0739,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-10__seed_42,planned,184,16
V3-E__A_unrestricted_random-11__seed_42,V3-E3-RANDOM,E__A_unrestricted_random-11,dual_branch,random_feature_coral,supervised_update,42,A_unrestricted_random-11,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-11__seed_42.yaml,7310ab7014e79f4e9e3a74ab2cb346ab717aa7d412a94274ea76847bd269b8aa,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-11__seed_42,planned,185,17
V3-E__A_unrestricted_random-12__seed_42,V3-E3-RANDOM,E__A_unrestricted_random-12,dual_branch,random_feature_coral,supervised_update,42,A_unrestricted_random-12,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-12__seed_42.yaml,3825990da79d474bf3ff15ae84427caa778de7e95888886df4727add15b06a16,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-12__seed_42,planned,186,18
V3-E__A_unrestricted_random-13__seed_42,V3-E3-RANDOM,E__A_unrestricted_random-13,dual_branch,random_feature_coral,supervised_update,42,A_unrestricted_random-13,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-13__seed_42.yaml,dc87b4722bb3de20076ee23ec1af5eccf51651e4ebbfa28480ec3712cac6e85c,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-13__seed_42,planned,187,19
V3-E__A_unrestricted_random-14__seed_42,V3-E3-RANDOM,E__A_unrestricted_random-14,dual_branch,random_feature_coral,supervised_update,42,A_unrestricted_random-14,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-14__seed_42.yaml,bb6f48c7af07d143e2d841929a8d1f5bba2095561579a10c4ee67da9f2e8b248,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-14__seed_42,planned,188,20
V3-E__A_unrestricted_random-15__seed_42,V3-E3-RANDOM,E__A_unrestricted_random-15,dual_branch,random_feature_coral,supervised_update,42,A_unrestricted_random-15,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-15__seed_42.yaml,b938c981e4a63fc26da33796f54a428a175383ba4c6739579894973f7ad4c03a,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-15__seed_42,planned,189,21
V3-E__A_unrestricted_random-16__seed_42,V3-E3-RANDOM,E__A_unrestricted_random-16,dual_branch,random_feature_coral,supervised_update,42,A_unrestricted_random-16,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-16__seed_42.yaml,86ec19f205e70b5149eb64021cc362abaffefd82a43dc35c8ae9a3df2bbd9a3e,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-16__seed_42,planned,190,22
V3-E__A_unrestricted_random-17__seed_42,V3-E3-RANDOM,E__A_unrestricted_random-17,dual_branch,random_feature_coral,supervised_update,42,A_unrestricted_random-17,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-17__seed_42.yaml,381a7299587dc65d3f14023aaa1c725b09287b476a571ae735dd3ffd2a0c9ad5,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-17__seed_42,planned,191,23
V3-E__A_unrestricted_random-18__seed_42,V3-E3-RANDOM,E__A_unrestricted_random-18,dual_branch,random_feature_coral,supervised_update,42,A_unrestricted_random-18,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-18__seed_42.yaml,5d71b93ed5151ae791e252118a7074d30138b58019185304a78ab795a7405648,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-18__seed_42,planned,192,24
V3-E__A_unrestricted_random-19__seed_42,V3-E3-RANDOM,E__A_unrestricted_random-19,dual_branch,random_feature_coral,supervised_update,42,A_unrestricted_random-19,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-19__seed_42.yaml,14fffba5db38774d467911706f4281f33a54992d4834bc7d83759013e082cec2,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-19__seed_42,planned,193,25
V3-E__B_variance_matched-01__seed_42,V3-E3-RANDOM,E__B_variance_matched-01,dual_branch,random_feature_coral,supervised_update,42,B_variance_matched-01,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-01__seed_42.yaml,9961bff77654be2474f1c258af201e80fc480ad913c28503074c9feef9517a1b,E3.3,experiments/v3_results/V3-E__B_variance_matched-01__seed_42,planned,194,26
V3-E__B_variance_matched-02__seed_42,V3-E3-RANDOM,E__B_variance_matched-02,dual_branch,random_feature_coral,supervised_update,42,B_variance_matched-02,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-02__seed_42.yaml,461c9bfe51c57b1d3432680190c328f8f10341c0173222533092332ded36c167,E3.3,experiments/v3_results/V3-E__B_variance_matched-02__seed_42,planned,195,27
V3-E__B_variance_matched-03__seed_42,V3-E3-RANDOM,E__B_variance_matched-03,dual_branch,random_feature_coral,supervised_update,42,B_variance_matched-03,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-03__seed_42.yaml,58273db42ed259820346bec8b7610300c31aeaa246b0a555fb5b3a4bd57c36a7,E3.3,experiments/v3_results/V3-E__B_variance_matched-03__seed_42,planned,196,28
V3-E__B_variance_matched-04__seed_42,V3-E3-RANDOM,E__B_variance_matched-04,dual_branch,random_feature_coral,supervised_update,42,B_variance_matched-04,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-04__seed_42.yaml,a676b612bf94792225eed90b45da6117e43056445b27f9d174ff11743a405757,E3.3,experiments/v3_results/V3-E__B_variance_matched-04__seed_42,planned,197,29
